,road,id,model_type,name,lat,lon,length,condition
0,N1,1000000,source,source,23.7060278,90.443333,0.0,
1,N1,1000001,link,link,23.7029167,90.4504167,814.0,
2,N1,1000002,link,link,23.7027778,90.4504722,8.000000000000007,
3,N1,1000003,link,link,23.7021389,90.4519722,178.00000000000006,
4,N1,1000004,link,link,23.6978886,90.4605833,1000.0,
5,N1,1000005,link,link,23.6973608,90.4616667,129.9999999999999,
6,N1,1000006,link,link,23.693833,90.4691382,870.0000000000001,
7,N1,1000007,link,link,23.6936108,90.4787771,1000.0,
8,N1,1000008,link,link,23.6938052,90.4805271,174.99999999999983,
9,N1,1000009,link,link,23.6947497,90.4884997,825.0000000000002,
10,N1,1000010,link,link,23.6959163,90.4981941,1000.0,
11,N1,1000011,link,link,23.697333,90.50775,1000.0,
12,N1,1000012,link,link,23.6979163,90.5092778,181.00000000000006,
13,N1,1000013,link,link,23.7020556,90.5157222,819.0,
14,N1,1000014,bridge,bridge,23.7021111,90.5157778,10.999999999999233,A
15,N1,1000015,link,link,23.7045833,90.5188327,418.000000000001,
16,N1,1000016,link,link,23.7050278,90.5193327,73.99999999999984,
17,N1,1000017,link,link,23.7060833,90.5215271,259.9999999999998,
18,N1,1000018,link,link,23.7025278,90.5273882,740.0000000000002,
19,N1,1000019,bridge,bridge,23.7015278,90.5281938,112.0000000000001,B
20,N1,1000020,bridge,bridge,23.6998608,90.5307216,347.999999999999,A
21,N1,1000021,bridge,bridge,23.6974163,90.5337774,414.0000000000015,A
22,N1,1000022,link,link,23.6966386,90.5348052,125.99999999999945,
23,N1,1000023,bridge,bridge,23.6943608,90.5376108,381.99999999999966,A
24,N1,1000024,bridge,bridge,23.6922774,90.5410552,428.0000000000008,A
25,N1,1000025,link,link,23.6918052,90.5426108,183.99999999999926,
26,N1,1000026,bridge,bridge,23.6911108,90.5448886,247.99999999999932,A
27,N1,1000027,link,link,23.6910552,90.5451386,26.000000000001577,
28,N1,1000028,link,link,23.6904163,90.546583,164.99999999999915,
29,N1,1000029,link,link,23.6865274,90.5504167,587.9999999999992,
30,N1,1000030,bridge,bridge,23.6854997,90.5512778,148.00000000000148,A
31,N1,1000031,link,link,23.678166,90.5556111,851.9999999999985,
32,N1,1000032,link,link,23.670916,90.5597778,1000.0,
33,N1,1000033,link,link,23.6705827,90.5599722,39.00000000000148,
34,N1,1000034,link,link,23.6628333,90.5641111,960.9999999999985,
35,N1,1000035,link,link,23.6604167,90.5671104,411.00000000000136,
36,N1,1000036,bridge,bridge,23.6591111,90.5697216,307.0000000000004,B
37,N1,1000037,link,link,23.6583056,90.5709993,160.00000000000014,
38,N1,1000038,link,link,23.6575,90.5719716,121.99999999999989,
39,N1,1000039,bridge,bridge,23.6559722,90.5743327,306.99999999999864,C
40,N1,1000040,link,link,23.6559167,90.5745271,21.000000000000796,
41,N1,1000041,bridge,bridge,23.6540556,90.5772771,352.00000000000034,C
42,N1,1000042,link,link,23.6539167,90.5774993,30.000000000001137,
43,N1,1000043,link,link,23.6525278,90.5798882,289.99999999999915,
44,N1,1000044,bridge,bridge,23.6508889,90.5826382,338.99999999999864,B
45,N1,1000045,link,link,23.6506944,90.5829993,41.00000000000037,
46,N1,1000046,link,link,23.6476108,90.588083,620.000000000001,
47,N1,1000047,bridge,bridge,23.6449441,90.5899163,353.9999999999992,C
48,N1,1000048,bridge,bridge,23.6397497,90.5926941,643.0000000000007,B
49,N1,1000049,link,link,23.6396941,90.5927219,3.0000000000001137,
50,N1,1000050,link,link,23.6358608,90.5948052,519.9999999999995,
51,N1,1000051,bridge,bridge,23.6341108,90.5970274,297.9999999999983,B
52,N1,1000052,link,link,23.6335552,90.5976941,100.00000000000142,
53,N1,1000053,link,link,23.6330549,90.5982774,82.00000000000074,
54,N1,1000054,bridge,bridge,23.6262771,90.6042222,974.9999999999978,A
55,N1,1000055,link,link,23.6252216,90.6049722,130.00000000000256,
56,N1,1000056,bridge,bridge,23.6242216,90.6055278,135.99999999999923,B
57,N1,1000057,link,link,23.6224993,90.6066944,227.99999999999798,
58,N1,1000058,bridge,bridge,23.6204716,90.6079722,259.00000000000034,B
59,N1,1000059,link,link,23.6195271,90.6085833,121.99999999999989,
60,N1,1000060,link,link,23.6173604,90.6096944,255.00000000000256,
61,N1,1000061,bridge,bridge,23.6095556,90.6121944,934.9999999999987,B
62,N1,1000062,link,link,23.609,90.6124722,65.00000000000128,
63,N1,1000063,bridge,bridge,23.6018611,90.6159722,873.9999999999987,C
64,N1,1000064,link,link,23.6009444,90.6165556,126.00000000000122,
65,N1,1000065,link,link,23.5959997,90.624666,1000.0,
66,N1,1000066,bridge,bridge,23.5959441,90.6246938,9.99999999999801,A
67,N1,1000067,bridge,bridge,23.5917497,90.6293327,673.9999999999995,A
68,N1,1000068,link,link,23.5896108,90.6313882,316.0000000000025,
69,N1,1000069,bridge,bridge,23.5837497,90.6369441,873.9999999999987,A
70,N1,1000070,link,link,23.5828327,90.6378886,126.00000000000122,
71,N1,1000071,bridge,bridge,23.5825827,90.6381386,38.999999999997925,A
72,N1,1000072,link,link,23.577916,90.6419719,656.0000000000024,
73,N1,1000073,bridge,bridge,23.5776104,90.6421108,38.999999999997925,A
74,N1,1000074,link,link,23.5745271,90.6436941,396.0000000000008,
75,N1,1000075,bridge,bridge,23.572166,90.6451108,307.99999999999983,A
76,N1,1000076,link,link,23.5718327,90.6453052,45.999999999999375,
77,N1,1000077,link,link,23.5666111,90.6481663,646.0000000000008,
78,N1,1000078,bridge,bridge,23.5639167,90.6501944,367.9999999999985,A
79,N1,1000079,link,link,23.5636944,90.6504722,38.000000000000256,
80,N1,1000080,bridge,bridge,23.5604167,90.6542222,532.0,A
81,N1,1000081,link,link,23.5602222,90.6545,38.000000000000256,
82,N1,1000082,link,link,23.5599722,90.6548056,39.00000000000148,
83,N1,1000083,link,link,23.5590278,90.6559444,161.99999999999903,
84,N1,1000084,bridge,bridge,23.5564444,90.6588611,411.99999999999903,A
85,N1,1000085,link,link,23.5562222,90.6591389,40.0000000000027,
86,N1,1000086,link,link,23.5538056,90.6619722,394.99999999999955,
87,N1,1000087,bridge,bridge,23.5523333,90.6636667,241.99999999999733,A
88,N1,1000088,link,link,23.5487497,90.6678327,582.0000000000007,
89,N1,1000089,bridge,bridge,23.5474163,90.6694438,224.00000000000375,A
90,N1,1000090,link,link,23.5469441,90.6699993,76.99999999999818,
91,N1,1000091,bridge,bridge,23.5442219,90.6731104,442.99999999999784,A
92,N1,1000092,link,link,23.542583,90.6749438,256.0000000000002,
93,N1,1000093,link,link,23.5362497,90.681916,1000.0,
94,N1,1000094,bridge,bridge,23.536083,90.6821382,33.99999999999892,A
95,N1,1000095,link,link,23.5358608,90.6823604,39.99999999999915,
96,N1,1000096,bridge,bridge,23.5341386,90.6843052,275.0000000000057,A
97,N1,1000097,link,link,23.5301938,90.688833,650.9999999999962,
98,N1,1000098,bridge,bridge,23.529916,90.6952219,664.0000000000015,B
99,N1,1000099,link,link,23.5301382,90.6984997,335.9999999999985,
100,N1,1000100,link,link,23.5307493,90.7082778,1000.0,
101,N1,1000101,link,link,23.5307771,90.7090278,78.00000000000296,
102,N1,1000102,link,link,23.5313882,90.7153611,354.9999999999969,
103,N1,1000103,link,link,23.5314716,90.7172216,426.00000000000193,
104,N1,1000104,link,link,23.5315271,90.7173604,76.99999999999818,
105,N1,1000105,link,link,23.5315827,90.7176104,17.000000000003013,
106,N1,1000106,link,link,23.5317216,90.7180271,46.999999999997044,
107,N1,1000107,link,link,23.5322346,90.7226298386,512.9999999999982,
108,N1,1000108,link,link,23.5327216,90.7269993,487.0000000000019,
109,N1,1000109,link,link,23.528916,90.7356108,1000.0,
110,N1,1000110,link,link,23.5289993,90.7419441,654.0000000000034,
111,N1,1000111,link,link,23.5293882,90.7514167,966.9999999999987,
112,N1,1000112,link,link,23.5293882,90.7515833,16.999999999995907,
113,N1,1000113,link,link,23.529416,90.75175,24.00000000000091,
114,N1,1000114,link,link,23.5299993,90.7615,1000.0,
115,N1,1000115,link,link,23.5304438,90.7713049,1000.0,
116,N1,1000116,link,link,23.5304993,90.7731104,185.00000000000227,
117,N1,1000117,link,link,23.5308049,90.7811104,814.9999999999977,
118,N1,1000118,link,link,23.5307493,90.7816104,53.00000000000438,
119,N1,1000119,link,link,23.530666,90.7821938,65.9999999999954,
120,N1,1000120,bridge,bridge,23.5312216,90.7895552,773.0000000000032,C
121,N1,1000121,link,link,23.531166,90.7907219,107.99999999999699,
122,N1,1000122,link,link,23.5306938,90.7924441,954.9999999999983,
123,N1,1000123,link,link,23.5308604,90.8002222,45.000000000001705,
124,N1,1000124,link,link,23.5308882,90.8041389,402.9999999999987,
125,N1,1000125,link,link,23.530916,90.8043611,20.000000000003126,
126,N1,1000126,link,link,23.5316382,90.8099167,576.9999999999982,
127,N1,1000127,link,link,23.5332493,90.8194716,1000.0,
128,N1,1000128,link,link,23.5346663,90.8249716,594.0000000000011,
129,N1,1000129,link,link,23.5347219,90.8251104,15.999999999998238,
130,N1,1000130,link,link,23.5344997,90.8287216,390.00000000000057,
131,N1,1000131,link,link,23.5292216,90.8365274,1000.0,
132,N1,1000132,link,link,23.5270549,90.8391386,367.00000000000443,
133,N1,1000133,link,link,23.523166,90.8438886,632.9999999999956,
134,N1,1000134,link,link,23.5174993,90.8513889,1000.0,
135,N1,1000135,link,link,23.5170827,90.8607778,1000.0,
136,N1,1000136,link,link,23.5135833,90.8697771,1000.0,
137,N1,1000137,bridge,bridge,23.5133056,90.8703049,64.00000000000006,C
138,N1,1000138,link,link,23.5131111,90.8706382,42.00000000000159,
139,N1,1000139,link,link,23.5126667,90.871416,101.99999999999676,
140,N1,1000140,link,link,23.5088056,90.8778604,792.0000000000016,
141,N1,1000141,link,link,23.506,90.8869163,1000.0,
142,N1,1000142,link,link,23.5056111,90.8958886,922.0000000000041,
143,N1,1000143,link,link,23.5056389,90.8966108,77.99999999999585,
144,N1,1000144,link,link,23.5062778,90.9063889,1000.0,
145,N1,1000145,link,link,23.50575,90.91525,911.0000000000014,
146,N1,1000146,link,link,23.5057222,90.9160278,88.99999999999864,
147,N1,1000147,link,link,23.5055278,90.9257216,1000.0,
148,N1,1000148,link,link,23.5042778,90.9354163,1000.0,
149,N1,1000149,link,link,23.5043333,90.9354719,9.000000000000341,
150,N1,1000150,link,link,23.5038611,90.9371386,264.0000000000029,
151,N1,1000151,link,link,23.5028611,90.9412774,351.99999999999676,
152,N1,1000152,link,link,23.5020278,90.9448886,375.0,
153,N1,1000153,link,link,23.4995274,90.9541667,1000.000000000007,
154,N1,1000154,link,link,23.4986386,90.9651111,1000.0,
155,N1,1000155,link,link,23.4980552,90.9660278,274.0000000000009,
156,N1,1000156,link,link,23.4972774,90.9674716,182.99999999999272,
157,N1,1000157,link,link,23.4942219,90.9765549,1000.0,
158,N1,1000158,bridge,bridge,23.4951386,90.9829993,694.0000000000026,A
159,N1,1000159,link,link,23.4942497,90.985833,305.9999999999974,
160,N1,1000160,link,link,23.4911386,90.9950274,1000.0,
161,N1,1000161,link,link,23.4894441,91.0033056,890.0000000000006,
162,N1,1000162,link,link,23.4893886,91.0034722,22.00000000000557,
163,N1,1000163,link,link,23.4896108,91.0043056,70.99999999999795,
164,N1,1000164,link,link,23.4893052,91.0112778,733.9999999999947,
165,N1,1000165,bridge,bridge,23.4890552,91.0120278,84.00000000000318,C
166,N1,1000166,link,link,23.4889441,91.01225,30.000000000001137,
167,N1,1000167,link,link,23.488333,91.0140833,197.9999999999933,
168,N1,1000168,link,link,23.4846386,91.0229438,1020.0000000000102,
169,N1,1000169,link,link,23.4827771,91.0321382,1000.0,
170,N1,1000170,bridge,bridge,23.481166,91.0404441,912.9999999999967,B
171,N1,1000171,link,link,23.4814716,91.0419719,140.99999999999113,
172,N1,1000172,bridge,bridge,23.4820827,91.0504167,871.0000000000093,B
173,N1,1000173,link,link,23.4821382,91.0516944,128.99999999999068,
174,N1,1000174,link,link,23.4815271,91.0590278,760.0000000000051,
175,N1,1000175,link,link,23.4815549,91.0613611,239.99999999999488,
176,N1,1000176,link,link,23.4801104,91.0706382,1000.0,
177,N1,1000177,bridge,bridge,23.4770827,91.0789993,944.0000000000026,C
178,N1,1000178,link,link,23.4770271,91.0794716,55.999999999997385,
179,N1,1000179,link,link,23.4781938,91.0889997,1000.0,
180,N1,1000180,link,link,23.4775549,91.0986663,1000.0,
181,N1,1000181,link,link,23.4778604,91.1036111,513.0000000000052,
182,N1,1000182,link,link,23.4779993,91.1055278,486.99999999999477,
183,N1,1000183,bridge,bridge,23.4789438,91.1177216,972.0000000000084,A
184,N1,1000184,link,link,23.4789716,91.1179993,27.999999999991587,
185,N1,1000185,link,link,23.4789716,91.118166,17.000000000010118,
186,N1,1000186,link,link,23.4793327,91.1234716,546.999999999997,
187,N1,1000187,link,link,23.4800827,91.1276382,435.99999999999284,
188,N1,1000188,link,link,23.4767216,91.1364441,1000.0,
189,N1,1000189,link,link,23.4682216,91.1394441,1000.0,
190,N1,1000190,link,link,23.4595833,91.1421386,1000.0,
191,N1,1000191,link,link,23.459,91.142333,68.00000000001205,
192,N1,1000192,link,link,23.4513056,91.1460552,931.999999999988,
193,N1,1000193,link,link,23.448833,91.1471386,303.0000000000115,
194,N1,1000194,link,link,23.4486386,91.1472497,24.00000000000091,
195,N1,1000195,link,link,23.4469441,91.1481386,209.99999999999375,
196,N1,1000196,link,link,23.4425274,91.1497774,462.99999999999386,
197,N1,1000197,link,link,23.4373886,91.1521944,684.0000000000117,
198,N1,1000198,link,link,23.4288882,91.1553889,1000.0,
199,N1,1000199,link,link,23.4236938,91.1626944,979.9999999999898,
200,N1,1000200,link,link,23.4235827,91.1629722,28.000000000005798,
201,N1,1000201,link,link,23.423416,91.1632778,37.00000000000614,
202,N1,1000202,link,link,23.4213604,91.167666,507.99999999999557,
203,N1,1000203,link,link,23.4195271,91.171416,426.9999999999925,
204,N1,1000204,link,link,23.4191382,91.1721938,90.00000000000341,
205,N1,1000205,link,link,23.4149444,91.1801382,537.9999999999967,
206,N1,1000206,link,link,23.4131111,91.1846663,511.0000000000099,
207,N1,1000207,link,link,23.4130556,91.1849163,27.999999999991587,
208,N1,1000208,link,link,23.4125,91.1893886,460.9999999999985,
209,N1,1000209,link,link,23.4113056,91.1988886,1008.0000000000098,
210,N1,1000210,link,link,23.4100833,91.2087778,1027.000000000001,
211,N1,1000211,bridge,bridge,23.4100278,91.2090833,36.99999999999193,C
212,N1,1000212,link,link,23.4048056,91.2165278,980.000000000004,
213,N1,1000213,link,link,23.40375,91.2176382,171.99999999999704,
214,N1,1000214,link,link,23.4035556,91.2178049,28.999999999996362,
215,N1,1000215,link,link,23.398213447804338,91.22288776581436,799.0000000000066,
216,N1,1000216,link,link,23.3915274,91.2292493,1000.0,
217,N1,1000217,bridge,bridge,23.3914441,91.2293049,10.000000000005116,A
218,N1,1000218,bridge,bridge,23.385083,91.2345552,891.9999999999959,A
219,N1,1000219,bridge,bridge,23.3849719,91.2346108,15.000000000000568,A
220,N1,1000220,link,link,23.3843886,91.2351108,82.99999999999841,
221,N1,1000221,link,link,23.3779716,91.2403608,897.9999999999961,
222,N1,1000222,link,link,23.3777493,91.2405274,30.000000000001137,
223,N1,1000223,link,link,23.377166,91.2409163,72.00000000000273,
224,N1,1000224,link,link,23.3695827,91.2462774,1000.0,
225,N1,1000225,bridge,bridge,23.3683327,91.2471108,170.99999999999227,C
226,N1,1000226,link,link,23.3615278,91.2515556,904.0000000000106,
227,N1,1000227,bridge,bridge,23.3586389,91.25325,365.99999999999966,A
228,N1,1000228,link,link,23.3584444,91.2533333,24.00000000000091,
229,N1,1000229,link,link,23.3536944,91.2561389,609.9999999999994,
230,N1,1000230,link,link,23.3486386,91.2599444,686.9999999999976,
231,N1,1000231,link,link,23.3463608,91.2616944,313.0000000000024,
232,N1,1000232,link,link,23.3390552,91.2672216,1000.0,
233,N1,1000233,link,link,23.3360274,91.2700549,443.9999999999884,
234,N1,1000234,link,link,23.3357219,91.2703049,44.00000000001114,
235,N1,1000235,link,link,23.3347219,91.271166,143.00000000000068,
236,N1,1000236,link,link,23.3321938,91.2734716,368.9999999999998,
237,N1,1000237,link,link,23.3246382,91.278666,1000.0,
238,N1,1000238,bridge,bridge,23.324166,91.2791104,72.99999999999329,B
239,N1,1000239,link,link,23.3240827,91.279166,10.000000000005116,
240,N1,1000240,link,link,23.3171382,91.2836941,917.0000000000016,
241,N1,1000241,bridge,bridge,23.3149444,91.2844719,269.999999999996,A
242,N1,1000242,link,link,23.31475,91.2845552,19.000000000005457,
243,N1,1000243,bridge,bridge,23.3096389,91.2861386,597.999999999999,A
244,N1,1000244,link,link,23.3086944,91.2864163,112.99999999999955,
245,N1,1000245,bridge,bridge,23.30425,91.288583,546.999999999997,A
246,N1,1000246,link,link,23.3006111,91.290333,453.00000000000296,
247,N1,1000247,bridge,bridge,23.296083,91.2914997,518.9999999999912,B
248,N1,1000248,link,link,23.2959719,91.2915274,14.000000000010004,
249,N1,1000249,link,link,23.2919163,91.2922219,466.99999999999875,
250,N1,1000250,bridge,bridge,23.2876663,91.2936386,501.99999999999534,B
251,N1,1000251,link,link,23.283583,91.2952219,498.00000000000466,
252,N1,1000252,link,link,23.2787216,91.3002778,774.0000000000009,
253,N1,1000253,link,link,23.2768882,91.3011944,225.9999999999991,
254,N1,1000254,link,link,23.2686382,91.3049722,1000.0,
255,N1,1000255,bridge,bridge,23.2677493,91.3054722,115.99999999999966,B
256,N1,1000256,bridge,bridge,23.2654444,91.3064444,277.000000000001,B
257,N1,1000257,bridge,bridge,23.2636667,91.30675,202.99999999998875,B
258,N1,1000258,link,link,23.2601111,91.3072778,404.0000000000106,
259,N1,1000259,bridge,bridge,23.2587222,91.3074444,155.9999999999917,B
260,N1,1000260,link,link,23.2511944,91.3086389,844.0000000000083,
261,N1,1000261,bridge,bridge,23.249833,91.3091944,173.99999999999238,A
262,N1,1000262,bridge,bridge,23.248333,91.3098056,186.00000000000705,B
263,N1,1000263,link,link,23.2481663,91.3098889,22.999999999996135,
264,N1,1000264,bridge,bridge,23.2452774,91.3110556,346.9999999999942,A
265,N1,1000265,link,link,23.243083,91.3119167,270.00000000001023,
266,N1,1000266,bridge,bridge,23.2416941,91.3123611,162.9999999999967,B
267,N1,1000267,bridge,bridge,23.2344997,91.3131667,816.9999999999931,A
268,N1,1000268,link,link,23.2343052,91.3131667,20.000000000010232,
269,N1,1000269,bridge,bridge,23.2314993,91.3132222,314.9999999999977,B
270,N1,1000270,bridge,bridge,23.2275549,91.3135278,447.9999999999933,B
271,N1,1000271,link,link,23.2253882,91.3135833,237.00000000000898,
272,N1,1000272,link,link,23.221416,91.3137222,449.99999999998863,
273,N1,1000273,bridge,bridge,23.2184993,91.3143889,328.00000000000296,A
274,N1,1000274,link,link,23.2165556,91.3149167,222.0000000000084,
275,N1,1000275,bridge,bridge,23.2103056,91.3157222,717.9999999999893,A
276,N1,1000276,link,link,23.2078889,91.3159722,282.0000000000107,
277,N1,1000277,bridge,bridge,23.201,91.3168049,771.0000000000008,C
278,N1,1000278,link,link,23.1990274,91.3170549,228.9999999999992,
279,N1,1000279,bridge,bridge,23.1921108,91.3185549,864.9999999999949,B
280,N1,1000280,link,link,23.1909997,91.3192493,135.00000000000512,
281,N1,1000281,bridge,bridge,23.1866941,91.3212493,522.9999999999961,B
282,N1,1000282,link,link,23.1866108,91.3212771,12.000000000000455,
283,N1,1000283,link,link,23.1826382,91.3210827,465.0000000000034,
284,N1,1000284,bridge,bridge,23.1773604,91.3198049,613.9999999999901,A
285,N1,1000285,link,link,23.172916,91.3205271,515.0000000000006,
286,N1,1000286,bridge,bridge,23.1681382,91.3213604,546.0000000000065,B
287,N1,1000287,link,link,23.1680549,91.3213604,13.999999999995794,
288,N1,1000288,link,link,23.1641389,91.3214993,439.9999999999977,
289,N1,1000289,bridge,bridge,23.1571667,91.3224993,792.0000000000016,B
290,N1,1000290,link,link,23.1554167,91.3232771,207.9999999999984,
291,N1,1000291,link,link,23.1496941,91.3254993,631.9999999999908,
292,N1,1000292,bridge,bridge,23.1480274,91.3264993,269.00000000000546,B
293,N1,1000293,link,link,23.1471663,91.3266938,99.00000000001796,
294,N1,1000294,bridge,bridge,23.1433886,91.326666,420.99999999999227,B
295,N1,1000295,link,link,23.1382219,91.3263049,579.0000000000077,
296,N1,1000296,bridge,bridge,23.1374163,91.3264716,102.00000000000387,B
297,N1,1000297,link,link,23.1295827,91.3284993,897.9999999999961,
298,N1,1000298,bridge,bridge,23.1290827,91.3287216,69.99999999999318,B
299,N1,1000299,bridge,bridge,23.1234993,91.3311382,675.0000000000114,B
300,N1,1000300,link,link,23.1213327,91.3320549,254.99999999999545,
301,N1,1000301,bridge,bridge,23.1193049,91.3329993,247.99999999999045,A
302,N1,1000302,link,link,23.1191382,91.3330827,27.999999999991587,
303,N1,1000303,link,link,23.1113611,91.3378052,1000.0,
304,N1,1000304,bridge,bridge,23.1108056,91.3381386,75.00000000001705,A
305,N1,1000305,bridge,bridge,23.1051111,91.3413608,719.9999999999989,A
306,N1,1000306,link,link,23.1035,91.3422497,204.99999999998408,
307,N1,1000307,bridge,bridge,23.1005833,91.3437774,367.999999999995,A
308,N1,1000308,bridge,bridge,23.0961941,91.3461108,550.0000000000114,B
309,N1,1000309,link,link,23.095583,91.3464441,81.99999999999363,
310,N1,1000310,bridge,bridge,23.0901108,91.3494163,688.0000000000166,B
311,N1,1000311,link,link,23.0876108,91.3508889,311.9999999999834,
312,N1,1000312,link,link,23.0849719,91.3524722,344.99999999999886,
313,N1,1000313,link,link,23.0808049,91.3548611,527.0000000000152,
314,N1,1000314,link,link,23.0806938,91.3549444,16.999999999995907,
315,N1,1000315,link,link,23.0792493,91.3558333,193.00000000001205,
316,N1,1000316,bridge,bridge,23.0732493,91.3594167,765.9999999999911,B
317,N1,1000317,link,link,23.0712493,91.3599722,234.00000000000887,
318,N1,1000318,link,link,23.0688604,91.3607222,274.99999999997726,
319,N1,1000319,link,link,23.0636944,91.3616389,611.0000000000184,
320,N1,1000320,link,link,23.0635278,91.3616389,18.000000000000682,
321,N1,1000321,link,link,23.0614722,91.3616667,229.99999999998977,
322,N1,1000322,link,link,23.0538611,91.3637222,882.000000000005,
323,N1,1000323,link,link,23.0479441,91.3651389,500.0,
324,N1,1000324,link,link,23.0449719,91.3653611,520.9999999999866,
325,N1,1000325,link,link,23.0427774,91.3654444,195.99999999999795,
326,N1,1000326,link,link,23.0398052,91.3656111,336.00000000001273,
327,N1,1000327,link,link,23.0360274,91.36575,467.9999999999893,
328,N1,1000328,bridge,bridge,23.029416,91.3656389,735.0000000000136,A
329,N1,1000329,link,link,23.0269716,91.3655,287.00000000000614,
330,N1,1000330,link,link,23.0248327,91.3655278,239.99999999998067,
331,N1,1000331,link,link,23.0193604,91.3697771,760.9999999999957,
332,N1,1000332,link,link,23.0185271,91.3708327,151.00000000001046,
333,N1,1000333,link,link,23.0140833,91.3759716,723.9999999999895,
334,N1,1000334,link,link,23.0132778,91.3769438,125.0,
335,N1,1000335,link,link,23.0095556,91.3813604,614.0000000000043,
336,N1,1000336,link,link,23.0018889,91.3920552,1407.0000000000107,
337,N1,1000337,link,link,22.9963886,91.3998052,1000.0,
338,N1,1000338,link,link,22.9961941,91.4005,85.00000000000796,
339,N1,1000339,link,link,22.9960552,91.4006667,22.999999999996135,
340,N1,1000340,link,link,22.9906941,91.4072222,917.0000000000016,
341,N1,1000341,link,link,22.9877774,91.41,447.9999999999791,
342,N1,1000342,link,link,22.9858886,91.4120556,296.0000000000207,
343,N1,1000343,link,link,22.9842219,91.4137222,256.0000000000002,
344,N1,1000344,link,link,22.9774438,91.4205827,1050.9999999999877,
345,N1,1000345,link,link,22.9711382,91.4273882,1000.0,
346,N1,1000346,link,link,22.9663333,91.4356108,1000.0,
347,N1,1000347,link,link,22.9624167,91.4416941,780.0000000000011,
348,N1,1000348,link,link,22.9618056,91.4424997,109.00000000000887,
349,N1,1000349,link,link,22.9611667,91.4433886,110.99999999999,
350,N1,1000350,link,link,22.9561389,91.4517778,1043.0000000000064,
351,N1,1000351,link,link,22.9514444,91.4600278,1000.0,
352,N1,1000352,link,link,22.9479997,91.4689993,1012.0000000000005,
353,N1,1000353,link,link,22.9483608,91.4761382,737.9999999999995,
354,N1,1000354,link,link,22.9484997,91.4786938,262.00000000000045,
355,N1,1000355,link,link,22.9497497,91.4883608,1008.0000000000098,
356,N1,1000356,link,link,22.9497774,91.4980274,1000.0,
357,N1,1000357,link,link,22.9496663,91.5007778,287.9999999999825,
358,N1,1000358,link,link,22.949583,91.5027778,211.00000000001273,
359,N1,1000359,link,link,22.9482774,91.50725,508.99999999998613,
360,N1,1000360,link,link,22.9439441,91.5108611,618.9999999999998,
361,N1,1000361,link,link,22.940833,91.5124444,381.0000000000002,
362,N1,1000362,link,link,22.9329716,91.5172216,1000.0,
363,N1,1000363,link,link,22.9248882,91.5213327,1000.0,
364,N1,1000364,link,link,22.9167216,91.5253882,1000.0,
365,N1,1000365,link,link,22.9156667,91.5259438,134.00000000001455,
366,N1,1000366,link,link,22.9138056,91.5268604,227.99999999998022,
367,N1,1000367,link,link,22.9085833,91.5294993,638.0000000000052,
368,N1,1000368,bridge,bridge,22.9046667,91.5314438,463.99999999999864,A
369,N1,1000369,link,link,22.9003333,91.5333608,536.0000000000014,
370,N1,1000370,link,link,22.8994441,91.5336108,82.99999999999841,
371,N1,1000371,link,link,22.8939997,91.5346941,637.0000000000005,
372,N1,1000372,link,link,22.8929719,91.5350274,112.99999999999955,
373,N1,1000373,link,link,22.8921663,91.5353052,104.00000000001342,
374,N1,1000374,link,link,22.8916386,91.5354719,62.99999999998818,
375,N1,1000375,bridge,bridge,22.8829993,91.5381663,1000.0,A
376,N1,1000376,bridge,bridge,22.875166,91.5407219,914.999999999992,A
377,N1,1000377,link,link,22.8744438,91.5409719,85.00000000000796,
378,N1,1000378,bridge,bridge,22.8731382,91.5414441,162.00000000000614,A
379,N1,1000379,bridge,bridge,22.868416,91.5431663,556.0000000000116,A
380,N1,1000380,link,link,22.8661111,91.5439997,281.99999999998226,
381,N1,1000381,bridge,bridge,22.86111772310757,91.54512584501992,575.9999999999934,A
382,N1,1000382,bridge,bridge,22.8595833,91.5454719,177.00000000002092,A
383,N1,1000383,link,link,22.8575556,91.5456386,246.99999999998568,
384,N1,1000384,bridge,bridge,22.856,91.5457219,164.99999999999204,A
385,N1,1000385,bridge,bridge,22.8550556,91.545833,113.00000000002797,A
386,N1,1000386,link,link,22.8486663,91.5463608,721.99999999998,
387,N1,1000387,bridge,bridge,22.8485274,91.5463886,16.999999999995907,A
388,N1,1000388,link,link,22.8484441,91.5464163,10.000000000019327,
389,N1,1000389,bridge,bridge,22.8452219,91.5475274,379.99999999999545,A
390,N1,1000390,bridge,bridge,22.8432497,91.5482219,240.0000000000091,A
391,N1,1000391,link,link,22.8401941,91.5490552,352.9999999999802,
392,N1,1000392,link,link,22.8372497,91.5492497,313.99999999999295,
393,N1,1000393,link,link,22.8313882,91.5503611,686.000000000007,
394,N1,1000394,link,link,22.8239438,91.5528333,872.0000000000141,
395,N1,1000395,link,link,22.8228049,91.5531389,127.9999999999859,
396,N1,1000396,link,link,22.8141389,91.5555833,1000.0,
397,N1,1000397,link,link,22.8110556,91.5563889,340.0000000000034,
398,N1,1000398,link,link,22.808,91.5579167,406.0000000000059,
399,N1,1000399,link,link,22.8059722,91.5589167,252.00000000000955,
400,N1,1000400,link,link,22.8059444,91.5589167,1.999999999981128,
401,N1,1000401,bridge,bridge,22.8045833,91.5591111,155.00000000000114,A
402,N1,1000402,link,link,22.7974719,91.5613611,844.9999999999989,
