,road,chainage,lrp,lat,lon,gap,type,name,model_type,length,id,condition,road_name,bridge_length,road_id,road_id_sliced
191,N1,85.897,LRP088a,23.459,91.142333,,CrossRoad,link,link,68.00000000001205,1000191,,Unknown,,N1LRP088a,N1LRP088
192,N1,86.829,LRP089,23.4513056,91.1460552,,KmPost,link,link,931.999999999988,1000192,,Unknown,,N1LRP089,N1LRP089
193,N1,87.132,LRP089a,23.448833,91.1471386,BS,Bridge,bridge,bridge,303.0000000000115,1000193,,Unknown,,N1LRP089a,N1LRP089
194,N1,87.156,LRP089b,23.4486386,91.1472497,BE,Bridge,link,link,24.00000000000091,1000194,,Unknown,,N1LRP089b,N1LRP089
195,N1,87.366,LRP089c,23.4469441,91.1481386,,CrossRoad,link,link,209.99999999999375,1000195,,Unknown,,N1LRP089c,N1LRP089
196,N1,87.829,LRP090,23.4425274,91.1497774,,KmPost,link,link,462.99999999999386,1000196,,Unknown,,N1LRP090,N1LRP090
197,N1,88.513,LRP091,23.4373886,91.1521944,,KmPost,link,link,684.0000000000117,1000197,,Unknown,,N1LRP091,N1LRP091
198,N1,89.513,LRP092,23.4288882,91.1553889,,KmPost,link,link,1000.0,1000198,,Unknown,,N1LRP092,N1LRP092
199,N1,90.493,LRP093,23.4236938,91.1626944,,KmPost,link,link,979.9999999999898,1000199,,Unknown,,N1LRP093,N1LRP093
200,N1,90.521,LRP093a,23.4235827,91.1629722,BS,Bridge,bridge,bridge,28.000000000005798,1000200,,Unknown,,N1LRP093a,N1LRP093
201,N1,90.558,LRP093b,23.423416,91.1632778,BE,Bridge,link,link,37.00000000000614,1000201,,Unknown,,N1LRP093b,N1LRP093
202,N1,91.066,LRP093c,23.4213604,91.167666,,RailRoadCrossing,link,link,507.99999999999557,1000202,,Unknown,,N1LRP093c,N1LRP093
203,N1,91.493,LRP094,23.4195271,91.171416,,KmPost,link,link,426.9999999999925,1000203,,Unknown,,N1LRP094,N1LRP094
204,N1,91.583,LRP094a,23.4191382,91.1721938,,CrossRoad,link,link,90.00000000000341,1000204,,Unknown,,N1LRP094a,N1LRP094
205,N1,92.121,LRP095,23.4149444,91.1801382,,KmPost,link,link,537.9999999999967,1000205,,Unknown,,N1LRP095,N1LRP095
206,N1,92.632,LRP095a,23.4131111,91.1846663,BS,Bridge,bridge,bridge,511.0000000000099,1000206,,Unknown,,N1LRP095a,N1LRP095
207,N1,92.66,LRP095b,23.4130556,91.1849163,BE,Bridge,link,link,27.999999999991587,1000207,,Unknown,,N1LRP095b,N1LRP095
208,N1,93.121,LRP096,23.4125,91.1893886,,KmPost,link,link,460.9999999999985,1000208,,Unknown,,N1LRP096,N1LRP096
209,N1,94.129,LRP097,23.4113056,91.1988886,,KmPost,link,link,1008.0000000000098,1000209,,Unknown,,N1LRP097,N1LRP097
210,N1,95.156,LRP098,23.4100833,91.2087778,,KmPost,link,link,1027.000000000001,1000210,,Unknown,,N1LRP098,N1LRP098
211,N1,95.193,LRP098a,23.4100278,91.2090833,,Culvert,bridge,bridge,36.99999999999193,1000211,C,Unknown,27.35,N1LRP098a,N1LRP098
212,N1,96.173,LRP099,23.4048056,91.2165278,,KmPost,link,link,980.000000000004,1000212,,Unknown,,N1LRP099,N1LRP099
213,N1,96.345,LRP099a,23.40375,91.2176382,BS,Bridge,bridge,bridge,171.99999999999704,1000213,,Unknown,,N1LRP099a,N1LRP099
214,N1,96.374,LRP099b,23.4035556,91.2178049,BE,Bridge,link,link,28.999999999996362,1000214,,Unknown,,N1LRP099b,N1LRP099
215,N1,97.173,LRP100,23.398213447804338,91.22288776581436,,KmPost,link,link,799.0000000000066,1000215,,Unknown,,N1LRP100,N1LRP100
216,N1,98.173,LRP101,23.3915274,91.2292493,,KmPost,link,link,1000.0,1000216,,Unknown,,N1LRP101,N1LRP101
217,N1,98.183,LRP101a,23.3914441,91.2293049,,Culvert,bridge,bridge,10.000000000005116,1000217,A,Unknown,30.4,N1LRP101a,N1LRP101
218,N1,99.075,LRP101b,23.385083,91.2345552,,Culvert,bridge,bridge,891.9999999999959,1000218,A,Unknown,30.48,N1LRP101b,N1LRP101
219,N1,99.09,LRP101c,23.3849719,91.2346108,,Culvert,bridge,bridge,15.000000000000568,1000219,A,Unknown,30.48,N1LRP101c,N1LRP101
220,N1,99.173,LRP102,23.3843886,91.2351108,,KmPost,link,link,82.99999999999841,1000220,,Unknown,,N1LRP102,N1LRP102
221,N1,100.071,LRP102a,23.3779716,91.2403608,BS,Bridge,bridge,bridge,897.9999999999961,1000221,,Unknown,,N1LRP102a,N1LRP102
222,N1,100.101,LRP102b,23.3777493,91.2405274,BE,Bridge,link,link,30.000000000001137,1000222,,Unknown,,N1LRP102b,N1LRP102
223,N1,100.173,LRP103,23.377166,91.2409163,,KmPost,link,link,72.00000000000273,1000223,,Unknown,,N1LRP103,N1LRP103
224,N1,101.173,LRP104,23.3695827,91.2462774,,KmPost,link,link,1000.0,1000224,,Unknown,,N1LRP104,N1LRP104
225,N1,101.344,LRP104a,23.3683327,91.2471108,,Culvert,bridge,bridge,170.99999999999227,1000225,C,Unknown,22.8,N1LRP104a,N1LRP104
226,N1,102.248,LRP105,23.3615278,91.2515556,,KmPost,link,link,904.0000000000106,1000226,,Unknown,,N1LRP105,N1LRP105
227,N1,102.614,LRP105a,23.3586389,91.25325,BS,Bridge,bridge,bridge,365.99999999999966,1000227,A,Unknown,14.3,N1LRP105a,N1LRP105
228,N1,102.638,LRP105b,23.3584444,91.2533333,BE,Bridge,link,link,24.00000000000091,1000228,,Unknown,,N1LRP105b,N1LRP105
229,N1,103.248,LRP106,23.3536944,91.2561389,,KmPost,link,link,609.9999999999994,1000229,,Unknown,,N1LRP106,N1LRP106
230,N1,103.935,LRP106a,23.3486386,91.2599444,,Culvert,bridge,bridge,686.9999999999976,1000230,,Unknown,,N1LRP106a,N1LRP106
231,N1,104.248,LRP107,23.3463608,91.2616944,,KmPost,link,link,313.0000000000024,1000231,,Unknown,,N1LRP107,N1LRP107
232,N1,105.248,LRP108,23.3390552,91.2672216,,KmPost,link,link,1000.0,1000232,,Unknown,,N1LRP108,N1LRP108
233,N1,105.692,LRP108a,23.3360274,91.2700549,BS,Bridge,bridge,bridge,443.9999999999884,1000233,,Unknown,,N1LRP108a,N1LRP108
234,N1,105.736,LRP108b,23.3357219,91.2703049,BE,Bridge,link,link,44.00000000001114,1000234,,Unknown,,N1LRP108b,N1LRP108
235,N1,105.879,LRP108c,23.3347219,91.271166,,"SideRoad,Right",link,link,143.00000000000068,1000235,,Unknown,,N1LRP108c,N1LRP108
236,N1,106.248,LRP109,23.3321938,91.2734716,,KmPost,link,link,368.9999999999998,1000236,,Unknown,,N1LRP109,N1LRP109
237,N1,107.248,LRP110,23.3246382,91.278666,,KmPost,link,link,1000.0,1000237,,Unknown,,N1LRP110,N1LRP110
238,N1,107.321,LRP110a,23.324166,91.2791104,BS,Bridge,bridge,bridge,72.99999999999329,1000238,B,Unknown,19.2,N1LRP110a,N1LRP110
239,N1,107.331,LRP110b,23.3240827,91.279166,BE,Bridge,link,link,10.000000000005116,1000239,,Unknown,,N1LRP110b,N1LRP110
240,N1,108.248,LRP111,23.3171382,91.2836941,,KmPost,link,link,917.0000000000016,1000240,,Unknown,,N1LRP111,N1LRP111
241,N1,108.518,LRP111a,23.3149444,91.2844719,BS,Bridge,bridge,bridge,269.999999999996,1000241,A,Unknown,3.2,N1LRP111a,N1LRP111
242,N1,108.537,LRP111b,23.31475,91.2845552,BE,Bridge,link,link,19.000000000005457,1000242,,Unknown,,N1LRP111b,N1LRP111
243,N1,109.135,LRP111c,23.3096389,91.2861386,,Culvert,bridge,bridge,597.999999999999,1000243,A,Unknown,3.2,N1LRP111c,N1LRP111
244,N1,109.248,LRP112,23.3086944,91.2864163,,KmPost,link,link,112.99999999999955,1000244,,Unknown,,N1LRP112,N1LRP112
245,N1,109.795,LRP112a,23.30425,91.288583,,Culvert,bridge,bridge,546.999999999997,1000245,A,Unknown,13.4,N1LRP112a,N1LRP112
246,N1,110.248,LRP113,23.3006111,91.290333,,KmPost,link,link,453.00000000000296,1000246,,Unknown,,N1LRP113,N1LRP113
247,N1,110.767,LRP113a,23.296083,91.2914997,BS,Bridge,bridge,bridge,518.9999999999912,1000247,B,Unknown,4.6,N1LRP113a,N1LRP113
248,N1,110.781,LRP113b,23.2959719,91.2915274,BE,Bridge,link,link,14.000000000010004,1000248,,Unknown,,N1LRP113b,N1LRP113
249,N1,111.248,LRP114,23.2919163,91.2922219,,KmPost,link,link,466.99999999999875,1000249,,Unknown,,N1LRP114,N1LRP114
250,N1,111.75,LRP114a,23.2876663,91.2936386,,Culvert,bridge,bridge,501.99999999999534,1000250,B,Unknown,6.3,N1LRP114a,N1LRP114
251,N1,112.248,LRP115,23.283583,91.2952219,,KmPost,link,link,498.00000000000466,1000251,,Unknown,,N1LRP115,N1LRP115
252,N1,113.022,LRP115a,23.2787216,91.3002778,,Culvert,bridge,bridge,774.0000000000009,1000252,,Unknown,,N1LRP115a,N1LRP115
253,N1,113.248,LRP116,23.2768882,91.3011944,,KmPost,link,link,225.9999999999991,1000253,,Unknown,,N1LRP116,N1LRP116
254,N1,114.248,LRP117,23.2686382,91.3049722,,KmPost,link,link,1000.0,1000254,,Unknown,,N1LRP117,N1LRP117
255,N1,114.364,LRP117a,23.2677493,91.3054722,,Culvert,bridge,bridge,115.99999999999966,1000255,B,Unknown,4.5,N1LRP117a,N1LRP117
256,N1,114.641,LRP117b,23.2654444,91.3064444,,Culvert,bridge,bridge,277.000000000001,1000256,B,Unknown,4.5,N1LRP117b,N1LRP117
257,N1,114.844,LRP117c,23.2636667,91.30675,,Culvert,bridge,bridge,202.99999999998875,1000257,B,Unknown,4.5,N1LRP117c,N1LRP117
258,N1,115.248,LRP118,23.2601111,91.3072778,,KmPost,link,link,404.0000000000106,1000258,,Unknown,,N1LRP118,N1LRP118
259,N1,115.404,LRP118a,23.2587222,91.3074444,,Culvert,bridge,bridge,155.9999999999917,1000259,B,Unknown,2.5,N1LRP118a,N1LRP118
260,N1,116.248,LRP119,23.2511944,91.3086389,,KmPost,link,link,844.0000000000083,1000260,,Unknown,,N1LRP119,N1LRP119
261,N1,116.422,LRP119a,23.249833,91.3091944,,Culvert,bridge,bridge,173.99999999999238,1000261,A,Unknown,2.5,N1LRP119a,N1LRP119
262,N1,116.608,LRP119b,23.248333,91.3098056,BS,Bridge,bridge,bridge,186.00000000000705,1000262,B,Unknown,3.1,N1LRP119b,N1LRP119
263,N1,116.631,LRP119c,23.2481663,91.3098889,BE,Bridge,link,link,22.999999999996135,1000263,,Unknown,,N1LRP119c,N1LRP119
264,N1,116.978,LRP119d,23.2452774,91.3110556,,Culvert,bridge,bridge,346.9999999999942,1000264,A,Unknown,2.5,N1LRP119d,N1LRP119
265,N1,117.248,LRP120,23.243083,91.3119167,,KmPost,link,link,270.00000000001023,1000265,,Unknown,,N1LRP120,N1LRP120
266,N1,117.411,LRP120a,23.2416941,91.3123611,,Culvert,bridge,bridge,162.9999999999967,1000266,B,Unknown,2.6,N1LRP120a,N1LRP120
267,N1,118.228,LRP120b,23.2344997,91.3131667,,Culvert,bridge,bridge,816.9999999999931,1000267,A,Unknown,6.0,N1LRP120b,N1LRP120
268,N1,118.248,LRP121,23.2343052,91.3131667,,KmPost,link,link,20.000000000010232,1000268,,Unknown,,N1LRP121,N1LRP121
269,N1,118.563,LRP121a,23.2314993,91.3132222,,Culvert,bridge,bridge,314.9999999999977,1000269,B,Unknown,14.3,N1LRP121a,N1LRP121
270,N1,119.011,LRP121b,23.2275549,91.3135278,,Culvert,bridge,bridge,447.9999999999933,1000270,B,Unknown,14.3,N1LRP121b,N1LRP121
271,N1,119.248,LRP122,23.2253882,91.3135833,,KmPost,link,link,237.00000000000898,1000271,,Unknown,,N1LRP122,N1LRP122
272,N1,119.698,LRP122a,23.221416,91.3137222,,"SideRoad,Right",link,link,449.99999999998863,1000272,,Unknown,,N1LRP122a,N1LRP122
273,N1,120.026,LRP122b,23.2184993,91.3143889,,Culvert,bridge,bridge,328.00000000000296,1000273,A,Unknown,6.1,N1LRP122b,N1LRP122
274,N1,120.248,LRP123,23.2165556,91.3149167,,KmPost,link,link,222.0000000000084,1000274,,Unknown,,N1LRP123,N1LRP123
275,N1,120.966,LRP123a,23.2103056,91.3157222,,Culvert,bridge,bridge,717.9999999999893,1000275,A,Unknown,6.1,N1LRP123a,N1LRP123
276,N1,121.248,LRP124,23.2078889,91.3159722,,KmPost,link,link,282.0000000000107,1000276,,Unknown,,N1LRP124,N1LRP124
277,N1,122.019,LRP124a,23.201,91.3168049,,Culvert,bridge,bridge,771.0000000000008,1000277,C,Unknown,6.1,N1LRP124a,N1LRP124
278,N1,122.248,LRP125,23.1990274,91.3170549,,KmPost,link,link,228.9999999999992,1000278,,Unknown,,N1LRP125,N1LRP125
279,N1,123.113,LRP125a,23.1921108,91.3185549,,Culvert,bridge,bridge,864.9999999999949,1000279,B,Unknown,9.5,N1LRP125a,N1LRP125
280,N1,123.248,LRP126,23.1909997,91.3192493,,KmPost,link,link,135.00000000000512,1000280,,Unknown,,N1LRP126,N1LRP126
281,N1,123.771,LRP126a,23.1866941,91.3212493,BS,Bridge,bridge,bridge,522.9999999999961,1000281,B,Unknown,3.1,N1LRP126a,N1LRP126
282,N1,123.783,LRP126b,23.1866108,91.3212771,BE,Bridge,link,link,12.000000000000455,1000282,,Unknown,,N1LRP126b,N1LRP126
283,N1,124.248,LRP127,23.1826382,91.3210827,,KmPost,link,link,465.0000000000034,1000283,,Unknown,,N1LRP127,N1LRP127
284,N1,124.862,LRP127a,23.1773604,91.3198049,,Culvert,bridge,bridge,613.9999999999901,1000284,A,Unknown,9.5,N1LRP127a,N1LRP127
285,N1,125.377,LRP128,23.172916,91.3205271,,KmPost,link,link,515.0000000000006,1000285,,Unknown,,N1LRP128,N1LRP128
286,N1,125.923,LRP128a,23.1681382,91.3213604,BS,Bridge,bridge,bridge,546.0000000000065,1000286,B,Unknown,6.3,N1LRP128a,N1LRP128
287,N1,125.937,LRP128b,23.1680549,91.3213604,BE,Bridge,link,link,13.999999999995794,1000287,,Unknown,,N1LRP128b,N1LRP128
288,N1,126.377,LRP129,23.1641389,91.3214993,,KmPost,link,link,439.9999999999977,1000288,,Unknown,,N1LRP129,N1LRP129
289,N1,127.169,LRP129a,23.1571667,91.3224993,,Culvert,bridge,bridge,792.0000000000016,1000289,B,Unknown,3.5,N1LRP129a,N1LRP129
290,N1,127.377,LRP130,23.1554167,91.3232771,,KmPost,link,link,207.9999999999984,1000290,,Unknown,,N1LRP130,N1LRP130
291,N1,128.009,LRP130a,23.1496941,91.3254993,,"SideRoad,Right",link,link,631.9999999999908,1000291,,Unknown,,N1LRP130a,N1LRP130
292,N1,128.278,LRP130b,23.1480274,91.3264993,,Culvert,bridge,bridge,269.00000000000546,1000292,B,Unknown,6.1,N1LRP130b,N1LRP130
293,N1,128.377,LRP131,23.1471663,91.3266938,,KmPost,link,link,99.00000000001796,1000293,,Unknown,,N1LRP131,N1LRP131
294,N1,128.798,LRP131a,23.1433886,91.326666,,Culvert,bridge,bridge,420.99999999999227,1000294,B,Unknown,3.0,N1LRP131a,N1LRP131
295,N1,129.377,LRP132,23.1382219,91.3263049,,KmPost,link,link,579.0000000000077,1000295,,Unknown,,N1LRP132,N1LRP132
296,N1,129.479,LRP132a,23.1374163,91.3264716,,Culvert,bridge,bridge,102.00000000000387,1000296,B,Unknown,4.5,N1LRP132a,N1LRP132
297,N1,130.377,LRP133,23.1295827,91.3284993,,KmPost,link,link,897.9999999999961,1000297,,Unknown,,N1LRP133,N1LRP133
298,N1,130.447,LRP133a,23.1290827,91.3287216,,Culvert,bridge,bridge,69.99999999999318,1000298,B,Unknown,5.3,N1LRP133a,N1LRP133
299,N1,131.122,LRP133b,23.1234993,91.3311382,,Culvert,bridge,bridge,675.0000000000114,1000299,B,Unknown,5.3,N1LRP133b,N1LRP133
300,N1,131.377,LRP134,23.1213327,91.3320549,,KmPost,link,link,254.99999999999545,1000300,,Unknown,,N1LRP134,N1LRP134
301,N1,131.625,LRP134a,23.1193049,91.3329993,,Culvert,bridge,bridge,247.99999999999045,1000301,A,Unknown,6.1,N1LRP134a,N1LRP134
302,N1,131.653,LRP135,23.1191382,91.3330827,,KmPost,link,link,27.999999999991587,1000302,,Unknown,,N1LRP135,N1LRP135
303,N1,132.653,LRP136,23.1113611,91.3378052,,KmPost,link,link,1000.0,1000303,,Unknown,,N1LRP136,N1LRP136
304,N1,132.728,LRP136a,23.1108056,91.3381386,,Culvert,bridge,bridge,75.00000000001705,1000304,A,Unknown,3.1,N1LRP136a,N1LRP136
305,N1,133.448,LRP136b,23.1051111,91.3413608,,Culvert,bridge,bridge,719.9999999999989,1000305,A,Unknown,3.1,N1LRP136b,N1LRP136
306,N1,133.653,LRP137,23.1035,91.3422497,,KmPost,link,link,204.99999999998408,1000306,,Unknown,,N1LRP137,N1LRP137
307,N1,134.021,LRP137a,23.1005833,91.3437774,,Culvert,bridge,bridge,367.999999999995,1000307,A,Unknown,3.5,N1LRP137a,N1LRP137
308,N1,134.571,LRP137b,23.0961941,91.3461108,,Culvert,bridge,bridge,550.0000000000114,1000308,B,Unknown,14.2,N1LRP137b,N1LRP137
309,N1,134.653,LRP138,23.095583,91.3464441,,KmPost,link,link,81.99999999999363,1000309,,Unknown,,N1LRP138,N1LRP138
310,N1,135.341,LRP138a,23.0901108,91.3494163,,Culvert,bridge,bridge,688.0000000000166,1000310,B,Unknown,6.1,N1LRP138a,N1LRP138
311,N1,135.653,LRP139,23.0876108,91.3508889,,KmPost,link,link,311.9999999999834,1000311,,Unknown,,N1LRP139,N1LRP139
312,N1,135.998,LRP139a,23.0849719,91.3524722,,Culvert,bridge,bridge,344.99999999999886,1000312,,Unknown,,N1LRP139a,N1LRP139
313,N1,136.525,LRP139b,23.0808049,91.3548611,BS,Bridge,bridge,bridge,527.0000000000152,1000313,,Unknown,,N1LRP139b,N1LRP139
314,N1,136.542,LRP139c,23.0806938,91.3549444,BE,Bridge,link,link,16.999999999995907,1000314,,Unknown,,N1LRP139c,N1LRP139
315,N1,136.735,LRP140,23.0792493,91.3558333,,KmPost,link,link,193.00000000001205,1000315,,Unknown,,N1LRP140,N1LRP140
316,N1,137.501,LRP140a,23.0732493,91.3594167,,Culvert,bridge,bridge,765.9999999999911,1000316,B,Unknown,4.0,N1LRP140a,N1LRP140
317,N1,137.735,LRP141,23.0712493,91.3599722,,KmPost,link,link,234.00000000000887,1000317,,Unknown,,N1LRP141,N1LRP141
318,N1,138.01,LRP141a,23.0688604,91.3607222,,Others / Others,link,link,274.99999999997726,1000318,,Unknown,,N1LRP141a,N1LRP141
319,N1,138.621,LRP141b,23.0636944,91.3616389,,Culvert,bridge,bridge,611.0000000000184,1000319,,Unknown,,N1LRP141b,N1LRP141
320,N1,138.639,LRP142,23.0635278,91.3616389,,KmPost,link,link,18.000000000000682,1000320,,Unknown,,N1LRP142,N1LRP142
321,N1,138.869,LRP142a,23.0614722,91.3616667,,"SideRoad,Right",link,link,229.99999999998977,1000321,,Unknown,,N1LRP142a,N1LRP142
322,N1,139.751,LRP143,23.0538611,91.3637222,,KmPost,link,link,882.000000000005,1000322,,Unknown,,N1LRP143,N1LRP143
323,N1,140.251,LRP143a,23.0479441,91.3651389,,CrossRoad,link,link,500.0,1000323,,Unknown,,N1LRP143a,N1LRP143
324,N1,140.772,LRP144,23.0449719,91.3653611,,KmPost,link,link,520.9999999999866,1000324,,Unknown,,N1LRP144,N1LRP144
325,N1,140.968,LRP144a,23.0427774,91.3654444,,Culvert,bridge,bridge,195.99999999999795,1000325,,Unknown,,N1LRP144a,N1LRP144
326,N1,141.304,LRP144b,23.0398052,91.3656111,,RailRoadCrossing,link,link,336.00000000001273,1000326,,Unknown,,N1LRP144b,N1LRP144
327,N1,141.772,LRP145,23.0360274,91.36575,,KmPost,link,link,467.9999999999893,1000327,,Unknown,,N1LRP145,N1LRP145
328,N1,142.507,LRP145a,23.029416,91.3656389,,Culvert,bridge,bridge,735.0000000000136,1000328,A,Unknown,3.4,N1LRP145a,N1LRP145
329,N1,142.794,LRP146,23.0269716,91.3655,,KmPost,link,link,287.00000000000614,1000329,,Unknown,,N1LRP146,N1LRP146
330,N1,143.034,LRP146a,23.0248327,91.3655278,,"SideRoad,Right",link,link,239.99999999998067,1000330,,Unknown,,N1LRP146a,N1LRP146
331,N1,143.795,LRP147,23.0193604,91.3697771,,KmPost,link,link,760.9999999999957,1000331,,Unknown,,N1LRP147,N1LRP147
332,N1,143.946,LRP147a,23.0185271,91.3708327,,Culvert,bridge,bridge,151.00000000001046,1000332,,Unknown,,N1LRP147a,N1LRP147
333,N1,144.67,LRP147b,23.0140833,91.3759716,,Culvert,bridge,bridge,723.9999999999895,1000333,,Unknown,,N1LRP147b,N1LRP147
334,N1,144.795,LRP148,23.0132778,91.3769438,,KmPost,link,link,125.0,1000334,,Unknown,,N1LRP148,N1LRP148
335,N1,145.409,LRP148a,23.0095556,91.3813604,,CrossRoad / KmPost,link,link,614.0000000000043,1000335,,Unknown,,N1LRP148a,N1LRP148
336,N1,146.816,LRP150,23.0018889,91.3920552,,KmPost,link,link,1407.0000000000107,1000336,,Unknown,,N1LRP150,N1LRP150
337,N1,147.816,LRP151,22.9963886,91.3998052,,KmPost,link,link,1000.0,1000337,,Unknown,,N1LRP151,N1LRP151
338,N1,147.901,LRP151a,22.9961941,91.4005,BS,Bridge,bridge,bridge,85.00000000000796,1000338,,Unknown,,N1LRP151a,N1LRP151
339,N1,147.924,LRP151b,22.9960552,91.4006667,BE,Bridge,link,link,22.999999999996135,1000339,,Unknown,,N1LRP151b,N1LRP151
340,N1,148.841,LRP152,22.9906941,91.4072222,,KmPost,link,link,917.0000000000016,1000340,,Unknown,,N1LRP152,N1LRP152
341,N1,149.289,LRP152a,22.9877774,91.41,,"SideRoad,Left",link,link,447.9999999999791,1000341,,Unknown,,N1LRP152a,N1LRP152
342,N1,149.585,LRP152b,22.9858886,91.4120556,,"SideRoad,Right",link,link,296.0000000000207,1000342,,Unknown,,N1LRP152b,N1LRP152
343,N1,149.841,LRP153,22.9842219,91.4137222,,KmPost,link,link,256.0000000000002,1000343,,Unknown,,N1LRP153,N1LRP153
344,N1,150.892,LRP154,22.9774438,91.4205827,,KmPost,link,link,1050.9999999999877,1000344,,Unknown,,N1LRP154,N1LRP154
345,N1,151.892,LRP155,22.9711382,91.4273882,,KmPost,link,link,1000.0,1000345,,Unknown,,N1LRP155,N1LRP155
346,N1,152.892,LRP156,22.9663333,91.4356108,,KmPost,link,link,1000.0,1000346,,Unknown,,N1LRP156,N1LRP156
347,N1,153.672,LRP156a,22.9624167,91.4416941,BS,Bridge,bridge,bridge,780.0000000000011,1000347,,Unknown,,N1LRP156a,N1LRP156
348,N1,153.781,LRP156b,22.9618056,91.4424997,BE,Bridge,link,link,109.00000000000887,1000348,,Unknown,,N1LRP156b,N1LRP156
349,N1,153.892,LRP157,22.9611667,91.4433886,,KmPost,link,link,110.99999999999,1000349,,Unknown,,N1LRP157,N1LRP157
350,N1,154.935,LRP158,22.9561389,91.4517778,,KmPost,link,link,1043.0000000000064,1000350,,Unknown,,N1LRP158,N1LRP158
351,N1,155.935,LRP159,22.9514444,91.4600278,,KmPost,link,link,1000.0,1000351,,Unknown,,N1LRP159,N1LRP159
352,N1,156.947,LRP160,22.9479997,91.4689993,,KmPost,link,link,1012.0000000000005,1000352,,Unknown,,N1LRP160,N1LRP160
353,N1,157.685,LRP160a,22.9483608,91.4761382,,"SideRoad,Left",link,link,737.9999999999995,1000353,,Unknown,,N1LRP160a,N1LRP160
354,N1,157.947,LRP161,22.9484997,91.4786938,,KmPost,link,link,262.00000000000045,1000354,,Unknown,,N1LRP161,N1LRP161
355,N1,158.955,LRP162,22.9497497,91.4883608,,KmPost,link,link,1008.0000000000098,1000355,,Unknown,,N1LRP162,N1LRP162
356,N1,159.955,LRP163,22.9497774,91.4980274,,KmPost,link,link,1000.0,1000356,,Unknown,,N1LRP163,N1LRP163
357,N1,160.243,LRP163a,22.9496663,91.5007778,BS,Bridge,bridge,bridge,287.9999999999825,1000357,,Unknown,,N1LRP163a,N1LRP163
358,N1,160.454,LRP163b,22.949583,91.5027778,BE,Bridge,link,link,211.00000000001273,1000358,,Unknown,,N1LRP163b,N1LRP163
359,N1,160.963,LRP164,22.9482774,91.50725,,KmPost,link,link,508.99999999998613,1000359,,Unknown,,N1LRP164,N1LRP164
360,N1,161.582,LRP164a,22.9439441,91.5108611,,"SideRoad,Left",link,link,618.9999999999998,1000360,,Unknown,,N1LRP164a,N1LRP164
361,N1,161.963,LRP165,22.940833,91.5124444,,KmPost,link,link,381.0000000000002,1000361,,Unknown,,N1LRP165,N1LRP165
362,N1,162.963,LRP166,22.9329716,91.5172216,,KmPost,link,link,1000.0,1000362,,Unknown,,N1LRP166,N1LRP166
363,N1,163.963,LRP167,22.9248882,91.5213327,,KmPost,link,link,1000.0,1000363,,Unknown,,N1LRP167,N1LRP167
364,N1,164.963,LRP168,22.9167216,91.5253882,,KmPost,link,link,1000.0,1000364,,Unknown,,N1LRP168,N1LRP168
365,N1,165.097,LRP168a,22.9156667,91.5259438,BS,Bridge,bridge,bridge,134.00000000001455,1000365,,Unknown,,N1LRP168a,N1LRP168
366,N1,165.325,LRP168b,22.9138056,91.5268604,BE,Bridge / Bridge,link,link,227.99999999998022,1000366,,Unknown,,N1LRP168b,N1LRP168
367,N1,165.963,LRP169,22.9085833,91.5294993,,KmPost,link,link,638.0000000000052,1000367,,Unknown,,N1LRP169,N1LRP169
368,N1,166.427,LRP169a,22.9046667,91.5314438,,Culvert,bridge,bridge,463.99999999999864,1000368,A,Unknown,3.0,N1LRP169a,N1LRP169
369,N1,166.963,LRP170,22.9003333,91.5333608,,KmPost,link,link,536.0000000000014,1000369,,Unknown,,N1LRP170,N1LRP170
370,N1,167.046,LRP170a,22.8994441,91.5336108,,Others,link,link,82.99999999999841,1000370,,Unknown,,N1LRP170a,N1LRP170
371,N1,167.683,LRP170b,22.8939997,91.5346941,,"SideRoad,Left",link,link,637.0000000000005,1000371,,Unknown,,N1LRP170b,N1LRP170
372,N1,167.796,LRP170c,22.8929719,91.5350274,,Others,link,link,112.99999999999955,1000372,,Unknown,,N1LRP170c,N1LRP170
373,N1,167.9,LRP170d,22.8921663,91.5353052,,Culvert,bridge,bridge,104.00000000001342,1000373,,Unknown,,N1LRP170d,N1LRP170
374,N1,167.963,LRP171,22.8916386,91.5354719,,KmPost,link,link,62.99999999998818,1000374,,Unknown,,N1LRP171,N1LRP171
375,N1,168.963,LRP172,22.8829993,91.5381663,,KmPost / Culvert,bridge,bridge,1000.0,1000375,A,Unknown,4.3,N1LRP172,N1LRP172
376,N1,169.878,LRP172b,22.875166,91.5407219,,Culvert,bridge,bridge,914.999999999992,1000376,A,Unknown,2.0,N1LRP172b,N1LRP172
377,N1,169.963,LRP173,22.8744438,91.5409719,,KmPost,link,link,85.00000000000796,1000377,,Unknown,,N1LRP173,N1LRP173
378,N1,170.125,LRP173a,22.8731382,91.5414441,,Culvert,bridge,bridge,162.00000000000614,1000378,A,Unknown,1.5,N1LRP173a,N1LRP173
379,N1,170.681,LRP173b,22.868416,91.5431663,,Culvert,bridge,bridge,556.0000000000116,1000379,A,Unknown,1.5,N1LRP173b,N1LRP173
380,N1,170.963,LRP174,22.8661111,91.5439997,,KmPost,link,link,281.99999999998226,1000380,,Unknown,,N1LRP174,N1LRP174
381,N1,171.539,LRP174a,22.86111772310757,91.54512584501992,,Culvert,bridge,bridge,575.9999999999934,1000381,A,Unknown,8.5,N1LRP174a,N1LRP174
